R0,natural_cross_immunity,vaccine_timing,vaccine_coverage,vaccine_cross_immunity,group,emergences,trials
6,0.75,180,0.75,0.75,25,27,50
2,1,180,0.75,1,25,12,50
3,1,180,0.75,1,25,16,50
4,1,180,0.75,1,25,31,50
5,1,180,0.75,1,25,26,50
6,1,180,0.75,1,25,35,50
2,0,210,0.75,0,25,12,50
3,0,210,0.75,0,25,25,50
4,0,210,0.75,0,25,25,50
5,0,210,0.75,0,25,26,50
6,0,210,0.75,0,25,28,50
2,0.25,210,0.75,0.25,25,8,50
3,0.25,210,0.75,0.25,25,18,50
4,0.25,210,0.75,0.25,25,22,50
5,0.25,210,0.75,0.25,25,31,50
6,0.25,210,0.75,0.25,25,31,50
2,0.5,210,0.75,0.5,25,13,50
3,0.5,210,0.75,0.5,25,19,50
4,0.5,210,0.75,0.5,25,31,50
5,0.5,210,0.75,0.5,25,27,50
6,0.5,210,0.75,0.5,25,34,50
2,0.75,210,0.75,0.75,25,13,50
3,0.75,210,0.75,0.75,25,17,50
4,0.75,210,0.75,0.75,25,25,50
5,0.75,210,0.75,0.75,25,28,50
6,0.75,210,0.75,0.75,25,29,50
2,1,210,0.75,1,25,9,50
3,1,210,0.75,1,25,15,50
4,1,210,0.75,1,25,30,50
5,1,210,0.75,1,25,29,50
6,1,210,0.75,1,25,26,50
2,0,240,0.75,0,25,14,50
3,0,240,0.75,0,25,20,50
4,0,240,0.75,0,25,30,50
5,0,240,0.75,0,25,24,50
6,0,240,0.75,0,25,35,50
2,0.25,240,0.75,0.25,25,12,50
3,0.25,240,0.75,0.25,25,23,50
4,0.25,240,0.75,0.25,25,26,50
5,0.25,240,0.75,0.25,25,30,50
6,0.25,240,0.75,0.25,25,30,50
2,0.5,240,0.75,0.5,25,10,50
3,0.5,240,0.75,0.5,25,19,50
4,0.5,240,0.75,0.5,25,31,50
5,0.5,240,0.75,0.5,25,32,50
6,0.5,240,0.75,0.5,25,33,50
2,0.75,240,0.75,0.75,25,7,50
3,0.75,240,0.75,0.75,25,25,50
4,0.75,240,0.75,0.75,25,25,50
5,0.75,240,0.75,0.75,25,27,50
6,0.75,240,0.75,0.75,25,33,50
2,1,240,0.75,1,25,10,50
3,1,240,0.75,1,25,20,50
4,1,240,0.75,1,25,28,50
5,1,240,0.75,1,25,24,50
6,1,240,0.75,1,25,37,50
2,0,270,0.75,0,25,9,50
3,0,270,0.75,0,25,16,50
4,0,270,0.75,0,25,27,50
5,0,270,0.75,0,25,25,50
6,0,270,0.75,0,25,30,50
2,0.25,270,0.75,0.25,25,6,50
3,0.25,270,0.75,0.25,25,21,50
4,0.25,270,0.75,0.25,25,28,50
5,0.25,270,0.75,0.25,25,25,50
6,0.25,270,0.75,0.25,25,27,50
2,0.5,270,0.75,0.5,25,8,50
3,0.5,270,0.75,0.5,25,17,50
4,0.5,270,0.75,0.5,25,19,50
5,0.5,270,0.75,0.5,25,26,50
6,0.5,270,0.75,0.5,25,28,50
2,0.75,270,0.75,0.75,25,6,50
3,0.75,270,0.75,0.75,25,25,50
4,0.75,270,0.75,0.75,25,32,50
5,0.75,270,0.75,0.75,25,29,50
6,0.75,270,0.75,0.75,25,34,50
2,1,270,0.75,1,25,11,50
3,1,270,0.75,1,25,15,50
4,1,270,0.75,1,25,23,50
5,1,270,0.75,1,25,27,50
6,1,270,0.75,1,25,30,50
2,0,300,0.75,0,25,11,50
3,0,300,0.75,0,25,28,50
4,0,300,0.75,0,25,28,50
5,0,300,0.75,0,25,24,50
6,0,300,0.75,0,25,29,50
2,0.25,300,0.75,0.25,25,17,50
3,0.25,300,0.75,0.25,25,24,50
4,0.25,300,0.75,0.25,25,23,50
5,0.25,300,0.75,0.25,25,29,50
6,0.25,300,0.75,0.25,25,36,50
2,0.5,300,0.75,0.5,25,8,50
3,0.5,300,0.75,0.5,25,23,50
4,0.5,300,0.75,0.5,25,24,50
5,0.5,300,0.75,0.5,25,24,50
6,0.5,300,0.75,0.5,25,30,50
2,0.75,300,0.75,0.75,25,7,50
